AccountCode,Description,SubTotal,TotalTax,TotalAmount,Date,DueDate,Status,Type,CurrencyCode,InvoiceID
433,Business insurance,70.41,0.0,70.41,2018-07-16,2018-08-16,PAID,ACCPAY,GBP,935a22e0-5217-4dd4-bbad-df11b3b423ff
433-6,Insurance,214.79,0.0,214.79,2018-04-02,2018-05-02,PAID,ACCPAY,GBP,53ae0da8-9267-4ac5-b93d-23ef8250d94f
433-7,Managers & officers Insurance,14.66,0.0,14.66,2018-04-02,2018-05-02,PAID,ACCPAY,GBP,e4928c88-6975-45d9-8dfc-0bc005192ebe
433-7,Managers & officers Insurance,14.66,0.0,14.66,2018-05-02,2018-06-02,PAID,ACCPAY,GBP,0128c4c8-45d7-43f2-8d44-761f766377bf
433-7,Managers & officers Insurance,14.66,0.0,14.66,2018-06-02,2018-07-02,PAID,ACCPAY,GBP,1586f7e7-4746-4544-a3aa-37a9930b4f7c
433-7,Managers & officers Insurance,14.66,0.0,14.66,2018-07-02,2018-08-02,PAID,ACCPAY,GBP,da0a47f4-2ffa-4575-978e-e8b80601bbb6
433-7,Managers & officers Insurance,14.66,0.0,14.66,2018-08-02,2018-09-02,PAID,ACCPAY,GBP,6d9c30e9-292c-4792-9d8b-1b62bc4adf68
433-4,insurance ,42.38,0.0,42.38,2018-04-23,2018-05-23,PAID,ACCPAY,GBP,555d9933-d1d1-463f-84a5-77eef1490d25
433-4,insurance ,42.38,0.0,42.38,2018-05-23,2018-06-23,PAID,ACCPAY,GBP,7e3e7889-c447-4a94-96fe-f43818b36da6
433-4,insurance ,42.38,0.0,42.38,2018-06-23,2018-07-23,PAID,ACCPAY,GBP,9adc5414-f2cc-4ea4-a167-769cfbdb3b39
433-4,insurance ,42.38,0.0,42.38,2018-07-23,2018-08-23,PAID,ACCPAY,GBP,d2ddb2d6-61ab-4061-92e0-9271df2a2000
465,Business rates,431.0,0.0,431.0,2018-08-08,2018-09-06,PAID,ACCPAY,GBP,1ca599e9-7f94-4ade-9f36-ae7bc6b6e750
005,cons,1192.5,0.0,1192.5,2018-07-20,2018-08-19,PAID,ACCREC,GBP,a98efbd9-3cd0-4d26-8667-b6de340b4a5e
005,cons,655.0,0.0,655.0,2018-07-21,2018-08-20,PAID,ACCREC,GBP,d0005038-d2d3-4e80-bc07-ab0dc5bf2710
005,cons,307.0,0.0,307.0,2018-07-21,2018-08-20,PAID,ACCREC,GBP,a2ba08c0-8daf-4dc3-9817-ee0023376fda
011,pods,1744.0,0.0,1744.0,2018-07-23,2018-08-22,PAID,ACCREC,GBP,a2b7b6bb-fdd5-4151-83a3-004e31e09f48
901,Natwest Loan,354.9,0.0,354.9,2018-08-01,2018-09-01,PAID,ACCPAY,GBP,dd9cc53c-dfd4-4083-a4cf-acb4cbee93b2
902,Natwest Mortgage,1131.93,0.0,1131.93,2018-08-01,2018-09-01,PAID,ACCPAY,GBP,410264b6-66e7-41e8-9049-ea00728d8aa1
005,cons,1594.5,0.0,1594.5,2018-07-23,2018-08-22,PAID,ACCREC,GBP,753589c7-70ce-487a-a25d-4e96474cbb1a
111,Pilates,354.0,0.0,354.0,2018-07-24,2018-08-23,PAID,ACCREC,GBP,bf73c5ba-fb95-4e90-af94-54ce9c7a1385
011,pods,1655.0,0.0,1655.0,2018-07-24,2018-08-23,PAID,ACCREC,GBP,e4115f14-91a1-44c4-b31b-a8ff36d8b9e3
463,Dropbox annual fee,6.58,0.0,6.58,2018-06-30,2018-07-30,VOIDED,ACCPAY,GBP,0318f48a-ac4d-4280-8eb4-1d972ae9fbb5
463,Domain renewal Invoice 0180616,4.5,0.0,4.5,2018-08-10,2018-09-10,PAID,ACCPAY,GBP,d38c1f64-934f-4109-8617-bc2f80364f0f
109,Room hire Pilates,195.0,0.0,195.0,2018-08-02,2018-08-10,PAID,ACCPAY,GBP,602969ad-eb53-4a28-beb3-7ddd6573188b
472-5,Milk,0.86,0.0,0.86,2018-08-02,2018-08-10,PAID,ACCPAY,GBP,902c8c3a-b5a3-4038-8038-2fea2a54f571
452,Consulting,156.0,0.0,156.0,2018-06-30,2018-08-10,PAID,ACCPAY,GBP,beade196-10aa-4a33-a9d7-0965780fed49
005,cons,2376.25,0.0,2376.25,2018-07-24,2018-08-23,PAID,ACCREC,GBP,e8357349-ccfb-4212-9f74-ca5a562462d8
401,accountant fees,754.8,0.0,754.8,2018-08-01,2018-09-01,PAID,ACCPAY,GBP,e370461f-a3f1-4bed-aa1a-b3ae0022cb3b
005,cons,1593.5,0.0,1593.5,2018-07-25,2018-08-24,PAID,ACCREC,GBP,ddc0ee40-52a8-40f6-a5ad-038070a2401c
005,cons,1958.5,0.0,1958.5,2018-07-25,2018-08-24,PAID,ACCREC,GBP,2140f9a2-badf-4c51-a94c-1a71ab30a4bf
111,Pilates,744.0,0.0,744.0,2018-07-25,2018-08-24,PAID,ACCREC,GBP,05ccdd52-8ec5-4280-afa0-a3d9fff248b7
401-2,L Phillips Due diligence ,56.0,0.0,56.0,2018-08-01,2018-08-10,PAID,ACCPAY,GBP,8362dc6f-d24a-4f09-9c03-60f9ca356fea
472-6,Postage,3.5,0.0,3.5,2018-08-01,2018-08-10,PAID,ACCPAY,GBP,536f8e99-7a82-4b2e-8864-89af03d29eae
413-5,Laptop bag Emma,13.99,0.0,13.99,2018-08-03,2018-08-10,PAID,ACCPAY,GBP,10f9ce55-c2d8-4b4d-a979-febe56536d3c
101,Chemodol,196.62,0.0,196.62,2018-08-06,2018-08-10,PAID,ACCPAY,GBP,1123075a-1a25-401b-a475-e535016c0659
424,Meeting lunch,4.5,0.0,4.5,2018-08-06,2018-08-10,PAID,ACCPAY,GBP,34220072-1ba3-4b79-952d-923d30148cf4
472-5,Milk,0.94,0.0,0.94,2018-08-03,2018-08-10,PAID,ACCPAY,GBP,ab63dab3-3197-4472-b91a-8b62d26ab50d
408-3,Sink cleaner,4.09,0.0,4.09,2018-08-08,2018-08-10,PAID,ACCPAY,GBP,937d1afc-f665-4e74-9a36-a4f9c1cf4dd0
472-5,Squash & Milk,2.64,0.0,2.64,2018-08-08,2018-08-10,PAID,ACCPAY,GBP,c7ba4c8e-2864-4243-8d2e-64ccd564520d
413-2,Rocker Boards,58.0,0.0,58.0,2018-08-07,2018-08-10,PAID,ACCPAY,GBP,8662a2e0-a8ff-43a4-b33e-d47b5b6a3d6d
409-1,Steile Dressing for First aid kit,3.58,0.0,3.58,2018-08-08,2018-08-10,PAID,ACCPAY,GBP,09995f0b-c987-4d85-8024-21da6b8e454b
409-1,Eye patches for first aid kit,2.19,0.0,2.19,2018-08-08,2018-08-10,PAID,ACCPAY,GBP,35ba4f78-d907-4323-94d8-cad52dd38714
004,self,1215.0,0.0,1215.0,2018-07-26,2018-08-25,PAID,ACCREC,GBP,692e345a-3ed5-40d5-881e-4c11b4d8435b
011,pods,2174.46,0.0,2174.46,2018-07-26,2018-08-25,PAID,ACCREC,GBP,2bf223b0-a842-4449-94ee-4e2475ce0c01
111,Pilates,162.0,0.0,162.0,2018-07-26,2018-08-25,PAID,ACCREC,GBP,cc64161e-3b22-4271-aadb-f4f644818d55
408-3,Kettle descaler ,3.19,0.0,3.19,2018-08-09,2018-08-10,PAID,ACCPAY,GBP,49fe2018-7880-40ed-b12c-77c65f373912
461-1,Plastic wallets ,2.74,0.0,2.74,2018-08-09,2018-08-10,PAID,ACCPAY,GBP,2d01ad38-a737-46d9-bdb5-6a3b2929a5f9
472-5,Milk,2.05,0.0,2.05,2018-08-10,2018-08-10,PAID,ACCPAY,GBP,1f3dd185-1edd-4f01-af6f-be87b0d50965
103,Spike massage balls,41.96,0.0,41.96,2018-08-10,2018-08-10,PAID,ACCPAY,GBP,19ec200b-f87c-4504-beee-18ddc66eb66b
472-5,Tea,3.44,0.0,3.44,2018-08-10,2018-08-10,PAID,ACCPAY,GBP,a8da3914-efcb-40a0-b62b-73fae2912f2f
103,Reactions balls,90.99,0.0,90.99,2018-08-10,2018-08-10,PAID,ACCPAY,GBP,49829e01-1ea9-45fa-a0ca-693ea16abe67
101,Bin bags/toilet roll,24.24,0.0,24.24,2018-06-26,2018-07-06,PAID,ACCPAY,GBP,3ef03cc9-6d52-4170-a9be-032d5f36675f
101,Couch rolls,79.37,0.0,79.37,2018-07-09,2018-07-28,PAID,ACCPAY,GBP,02e161d3-b967-4aab-870b-06e47358fca2
101,hand towels/couch rolls,34.06,0.0,34.06,2018-07-09,2018-07-28,PAID,ACCPAY,GBP,b9673723-3eb2-401f-9699-1e3d6ff8cb7c
101,Couch rolls,42.14,0.0,42.14,2018-07-16,2018-07-28,PAID,ACCPAY,GBP,b844fd53-cee5-46bb-93ac-07b1684f8497
101,Couch rolls,56.9,0.0,56.9,2018-07-24,2018-07-28,PAID,ACCPAY,GBP,69129d4e-3ed3-4f78-b699-507a61d9f50a
101,hand towels,12.98,0.0,12.98,2018-07-26,2018-07-28,PAID,ACCPAY,GBP,842b82ad-046f-472a-a98f-526cddf44976
461-1,Paper,14.4,0.0,14.4,2018-06-26,2018-07-06,PAID,ACCPAY,GBP,b1765950-c1d8-45dd-b30d-8833ffda4f66
461-3,Brother Ink,337.72,0.0,337.72,2018-07-31,2018-08-13,PAID,ACCPAY,GBP,ac1126a2-6c4d-4fa4-9c2c-776c9682be02
111,Pilates ,24.0,0.0,24.0,2018-07-25,2018-08-24,PAID,ACCREC,GBP,a4cf3bc0-2de1-491b-b7ea-0b531c1fdc6e
005,cons,1632.5,0.0,1632.5,2018-07-27,2018-08-26,PAID,ACCREC,GBP,1f585560-cd76-4e2e-9c87-8403e2529517
005,cons,1412.0,0.0,1412.0,2018-07-27,2018-08-26,PAID,ACCREC,GBP,26145b74-ede7-4df2-b266-8a88d8bb90d2
003,ci,790.0,0.0,790.0,2018-07-28,2018-08-27,PAID,ACCREC,GBP,2a106629-0eeb-47c8-9be0-978334e21e0d
004,self,220.0,0.0,220.0,2018-07-28,2018-08-27,PAID,ACCREC,GBP,a40a2c2d-1487-4814-b529-f9d79f9f84e2
489,Telephones & Internet,334.0,0.0,334.0,2018-07-02,2018-07-06,PAID,ACCPAY,GBP,2b806f02-92bf-4cbe-b50d-b64dcf4d5485
400-3,Adwords fees,486.44,0.0,486.44,2018-08-10,2018-08-10,PAID,ACCPAY,GBP,f2e568be-6f40-4484-b62e-7c5da505015a
463,Adobe for reception pc Wootton,15.17,0.0,15.17,2018-08-14,2018-09-14,PAID,ACCPAY,GBP,f24a5599-83b2-4518-a348-e7294465f6af
103,Heel Balm,15.16,0.0,15.16,2018-08-10,2018-08-10,PAID,ACCPAY,GBP,659ff719-9171-488a-b0f8-7b7ec925515e
005,cons,1383.7,0.0,1383.7,2018-07-30,2018-08-29,PAID,ACCREC,GBP,ae49e7a5-1cdf-4b4b-ba30-2edc25f6c59f
005,cons,1932.0,0.0,1932.0,2018-07-30,2018-08-29,PAID,ACCREC,GBP,39391b61-9dee-4330-a704-a67c64192494
005,cons,2071.5,0.0,2071.5,2018-07-31,2018-08-30,PAID,ACCREC,GBP,40833554-a63f-433a-9d1c-7fe6dc10bc05
011,pods,2010.0,0.0,2010.0,2018-07-31,2018-08-30,PAID,ACCREC,GBP,dd1ce94d-130b-4963-bde4-8207a1bd9145
472-6,postage,12.25,0.0,12.25,2018-07-18,2018-08-02,VOIDED,ACCPAY,GBP,71d8c4da-0a10-4714-b1dd-22fb59d11319
472-5,Milk,1.68,0.0,1.68,2018-07-20,2018-07-27,VOIDED,ACCPAY,GBP,00361b8e-309a-4cf3-bae3-fafaf6d2537e
472-3,Magazines,17.99,0.0,17.99,2018-08-14,2018-09-14,PAID,ACCPAY,GBP,0b2f47da-aaed-45b7-8e75-56ce619ccc71
401-2,ICO ,2.91,0.0,2.91,2018-08-13,2018-09-13,PAID,ACCPAY,GBP,0c84ff30-22a4-4770-8e0f-eeff033db935
469,Rent,1100.0,0.0,1100.0,2018-08-15,2018-08-15,PAID,ACCPAY,GBP,4120d0b6-de1c-4ae7-9a2f-832c5daceb6b
400-4,Magazine advertising ,175.0,0.0,175.0,2018-08-09,2018-08-10,PAID,ACCPAY,GBP,57251291-3bef-4a38-98cd-f981b70df6b3
463,Invoice 964114,3.76,0.0,3.76,2018-08-17,2018-09-17,PAID,ACCPAY,GBP,27963e15-7f71-4464-b069-c46696a30b0c
433,Business insurance,70.41,0.0,70.41,2018-08-16,2018-09-16,PAID,ACCPAY,GBP,db644d85-46d0-4c97-a102-ddb013c37000
002,pmi,1472.0,0.0,1472.0,2018-08-01,2018-08-31,PAID,ACCREC,GBP,17ad9769-3d58-40e9-a09f-1003998a545d
005,cons,1670.5,0.0,1670.5,2018-08-01,2018-08-31,PAID,ACCREC,GBP,c1b20040-cb6f-4c8d-89ac-60232e57d023
461-1,Till rolls ,33.84,0.0,33.84,2018-08-10,2018-08-17,PAID,ACCPAY,GBP,88b2ccbf-3536-4453-8ecc-dcc1cf46666f
101,K Tape,172.8,0.0,172.8,2018-08-14,2018-08-17,PAID,ACCPAY,GBP,18537926-f103-4177-9f80-d92ea754915c
413-2,Glasses ,3.0,0.0,3.0,2018-08-11,2018-08-17,PAID,ACCPAY,GBP,4ac031a3-25df-4d97-9f28-c6c0cb46f36c
424,Meeting lunch,5.5,0.0,5.5,2018-08-13,2018-08-17,PAID,ACCPAY,GBP,8ae9ba2f-19f0-45f5-8322-04417904b95a
413-2,Hand Dynamometers,12.12,0.0,12.12,2018-08-13,2018-08-17,PAID,ACCPAY,GBP,4bbe2a97-303f-47e6-a4df-bd94fa74e892
480,Marketing Course Rich / Emma,80.0,0.0,80.0,2018-08-13,2018-08-17,PAID,ACCPAY,GBP,c5e4a15b-088a-4058-8838-30cfdd8d0868
108,Injection prescription,8.0,0.0,8.0,2018-08-14,2018-08-17,PAID,ACCPAY,GBP,2fd1975e-34d5-4a76-a752-5590de3cb615
472-5,Tea/coffee ,73.92,0.0,73.92,2018-08-14,2018-08-17,PAID,ACCPAY,GBP,2a26dd7c-7088-4a84-8726-fc4b79c8e728
108,Injection prescription,8.0,0.0,8.0,2018-08-14,2018-08-17,PAID,ACCPAY,GBP,210bb91a-fa48-4fdd-943c-940ec2269a10
108,Injection prescription,8.0,0.0,8.0,2018-08-14,2018-08-17,VOIDED,ACCPAY,GBP,8f4d1bb7-fa2a-439c-95e1-f813ed99ae7b
475,Sample uniform,15.0,0.0,15.0,2018-08-13,2018-08-17,PAID,ACCPAY,GBP,25adbba8-34c8-43c1-8722-7024be11fc2c
005,cons,1790.0,0.0,1790.0,2018-08-02,2018-09-01,PAID,ACCREC,GBP,b0400a73-a6db-4ce4-b927-0b4f22bed306
005,cons,1810.5,0.0,1810.5,2018-08-02,2018-09-01,PAID,ACCREC,GBP,fbcd96f8-aefe-4ea2-8f6b-35317a7e28bb
005,cons,1429.5,0.0,1429.5,2018-08-03,2018-09-02,PAID,ACCREC,GBP,2bec3e4f-f7d5-4ffe-ba32-a1a24d00b016
463,Adobe for reception pc Moulton,15.17,0.0,15.17,2018-08-14,2018-09-14,PAID,ACCPAY,GBP,4d36b5a2-54c2-4215-9d0d-e9f0bbca2614
008,Voucher ,2002.0,0.0,2002.0,2018-08-03,2018-09-02,PAID,ACCREC,GBP,be2c1556-df6e-45cc-99a4-adcd07d77e1d
005,cons,876.0,0.0,876.0,2018-08-04,2018-09-03,PAID,ACCREC,GBP,e2821dc8-f8a4-4781-813e-3fcba9608c7a
014,occ,585.0,0.0,585.0,2018-08-04,2018-09-03,PAID,ACCREC,GBP,811f48d6-f867-4e16-a7cc-eeda3596275a
002,pmi,1307.0,0.0,1307.0,2018-08-06,2018-09-05,PAID,ACCREC,GBP,691f06d0-f2ff-4dd6-b006-00d279b4484c
011,pods,2077.0,0.0,2077.0,2018-08-06,2018-09-05,PAID,ACCREC,GBP,f76e4185-71ee-41e9-b7a2-150123ac48cf
408-5,Moulton Bins,118.8,0.0,118.8,2018-07-31,2018-08-02,PAID,ACCPAY,GBP,298d087f-5c8a-4d4b-b910-d2f73b480cf4
465,Wootton Rates,370.0,0.0,370.0,2018-08-01,2018-09-01,PAID,ACCPAY,GBP,23c95abd-a312-48d1-b031-1363fe24ffd7
005,cons,2317.5,0.0,2317.5,2018-08-07,2018-09-06,PAID,ACCREC,GBP,0afd44ef-bd62-418b-ba7d-1e83beac858f
433-4,insurance ,42.38,0.0,42.38,2018-08-23,2018-09-23,PAID,ACCPAY,GBP,ead8dac8-288b-4440-869a-5f6967a72d62
005,cons,2077.5,0.0,2077.5,2018-08-07,2018-09-06,PAID,ACCREC,GBP,82510460-3e72-450c-8308-f6cbcd901d8f
002,pmi,2475.0,0.0,2475.0,2018-08-08,2018-09-07,PAID,ACCREC,GBP,6058c950-0ed2-479d-8523-23f740d24c77
005,cons,2094.0,0.0,2094.0,2018-08-08,2018-09-07,PAID,ACCREC,GBP,c1a3d027-b9e0-4761-8ae5-f3ace00a1468
005,cons,1768.5,0.0,1768.5,2018-08-09,2018-09-08,PAID,ACCREC,GBP,1440d1ed-e869-4808-a014-c4dd4b2b42fd
401-1,PDQ Moulton,280.74,0.0,280.74,2018-07-31,2018-08-10,PAID,ACCPAY,GBP,e0db260f-f6bf-4358-a4ce-133294a00c04
401-1,PDQ Wootton,327.19,0.0,327.19,2018-07-31,2018-08-10,PAID,ACCPAY,GBP,98203ddb-d827-40b2-b976-7a12ac97b73a
005,cons,1799.0,0.0,1799.0,2018-08-09,2018-09-08,PAID,ACCREC,GBP,89a02119-7b57-44ad-953d-de56e3686805
005,cons,2041.4,0.0,2041.4,2018-08-10,2018-09-09,PAID,ACCREC,GBP,e24a09a0-0e06-4e4b-a53e-1665f68f4d9c
014,occ,826.0,0.0,826.0,2018-08-11,2018-09-10,PAID,ACCREC,GBP,b39407e2-fada-4ab2-835e-3162c3a12e84
005,cons,2146.5,0.0,2146.5,2018-08-10,2018-09-09,PAID,ACCREC,GBP,889f7a9d-5ba9-433d-94f0-eccd569fffc8
002,pmi,217.0,0.0,217.0,2018-08-11,2018-09-10,PAID,ACCREC,GBP,dc2772ee-695b-4127-ae52-e374a020edc8
409-3,HR & Health & Safety,295.2,0.0,295.2,2018-08-18,2018-09-30,PAID,ACCPAY,GBP,57cb9393-3564-48ce-b1e2-299e9763643e
401-2,Gap Licence Wootton,9.57,0.0,9.57,2018-08-26,2018-09-26,PAID,ACCPAY,GBP,8ccd0b9a-90e5-4c71-ac59-63d14d8c0db7
408-6,Tudor court service charge,88.24,0.0,88.24,2018-08-28,2018-09-28,PAID,ACCPAY,GBP,590be376-5550-405b-a722-55155946f865
401-2,PRS Music Moulton,8.45,0.0,8.45,2018-08-20,2018-09-20,PAID,ACCPAY,GBP,d0148519-a3f2-47c9-b59e-ef1c8046aeaa
401-2,Invoice 5310543,8.45,0.0,8.45,2018-08-20,2018-09-21,PAID,ACCPAY,GBP,ce88ad31-ac89-40e1-8f2a-51a2319a3298
463,Invioce 953069,3.76,0.0,3.76,2018-08-20,2018-09-20,PAID,ACCPAY,GBP,d258f16b-5d8e-4030-9f99-cb03050396a4
463,Invoice 959921,3.76,0.0,3.76,2018-08-23,2018-09-23,PAID,ACCPAY,GBP,613689f8-5c50-4c5b-a786-49547c83bc31
463,Invoice  950550,3.76,0.0,3.76,2018-08-21,2018-09-21,PAID,ACCPAY,GBP,ae9ecb84-d235-41aa-ba2a-4015b91f029f
463,Invoice  957348,3.76,0.0,3.76,2018-08-21,2018-09-21,PAID,ACCPAY,GBP,06c13ada-bac6-4c20-8095-e6bfdb930130
463,INVOICE 945967,3.76,0.0,3.76,2018-08-20,2018-09-20,PAID,ACCPAY,GBP,464d032f-4776-41a0-805c-b0851f99e1a7
463,INVOICE 948372,3.76,0.0,3.76,2018-08-23,2018-09-23,PAID,ACCPAY,GBP,5fe4b3a6-f792-4fe8-9ccb-d4555cac4f41
463,INVOICE 955175,3.76,0.0,3.76,2018-08-24,2018-09-24,PAID,ACCPAY,GBP,99c5f1c2-c4b7-4182-9d0f-591108501eda
463,Invoice 961945,3.76,0.0,3.76,2018-08-19,2018-09-19,PAID,ACCPAY,GBP,a5cdc802-9772-43e1-ab03-221aa9070bac
463,Invoice 966552,3.76,0.0,3.76,2018-08-20,2018-09-20,PAID,ACCPAY,GBP,45448a76-396d-46b4-a34f-1e6053be8f96
489-2,fax machine ,5.98,0.0,5.98,2018-08-21,2018-09-20,PAID,ACCPAY,GBP,baa4226a-636d-4b98-bd0f-66e7d105d1a5
002,pmi,1403.0,0.0,1403.0,2018-08-13,2018-09-12,PAID,ACCREC,GBP,b80b2a33-f131-4264-832d-7cc42cdaa080
011,pod cons,2478.0,0.0,2478.0,2018-08-14,2018-09-13,PAID,ACCREC,GBP,4024c70d-d8eb-4ed5-ac7d-1d594ced85d4
489-1,Answer service ,265.92,0.0,265.92,2018-08-01,2018-08-02,PAID,ACCPAY,GBP,752d9380-aa5b-45a4-b96a-543966b343dc
485,Sam Physiofirst membership,18.16,0.0,18.16,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,abf40a43-84f4-4169-a183-ff80c601dea8
472-3,Magazines subscription Moulton,17.99,0.0,17.99,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,edce244c-822e-4f67-8eee-d7e6593039c8
408-7,Inv 0000703211 Wootton,24.59,0.0,24.59,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,b7c7b337-23c6-411a-8d0a-cc8e8d49bff1
408-7,Inv 0000703334 Moulton,58.06,0.0,58.06,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,ee7a0cfc-0ff7-4c3b-a6ed-56d0bbede615
401,Accounting Fees,24.0,0.0,24.0,2018-09-01,2018-10-30,PAID,ACCPAY,GBP,84d20fa5-9204-4e16-9f3d-3ee10f27ad61
005,cons,2704.25,0.0,2704.25,2018-08-14,2018-09-13,PAID,ACCREC,GBP,56cf4611-fb91-4a38-a62d-d8ef3915b8cd
005,cons,2674.75,0.0,2674.75,2018-08-15,2018-09-14,PAID,ACCREC,GBP,ec1e3ebe-eac1-4994-8336-9196eb7a9f04
485,Richard CSP Membership,29.73,0.0,29.73,2018-08-01,2018-09-01,PAID,ACCPAY,GBP,a3f816e6-7b9d-4468-87d4-cff61a190971
401,Futrli + 1 consolidation,36.0,0.0,36.0,2018-08-22,2018-09-22,PAID,ACCPAY,GBP,19503ef5-f793-4444-8e2f-05ab2d63e12c
433-7,Managers & officers Insurance,14.66,0.0,14.66,2018-09-02,2018-10-02,PAID,ACCPAY,GBP,0a22b8bd-87c0-457e-9c7f-5ee626fa00ce
005,cons,1743.5,0.0,1743.5,2018-08-15,2018-09-14,PAID,ACCREC,GBP,ad13041a-c35e-45b4-8951-edc9bb243bd5
105,Leather Board,21.32,0.0,21.32,2018-08-31,2018-09-03,PAID,ACCPAY,GBP,24c9cae7-cbfe-4cf2-8d83-e942b087cb16
419,Lauren C gift of the month,31.99,0.0,31.99,2018-08-30,2018-09-03,PAID,ACCPAY,GBP,7067acfc-fffd-45a2-88ba-708b1f2317d3
419,Emma T gift of the month,31.99,0.0,31.99,2018-08-30,2018-09-03,PAID,ACCPAY,GBP,375f8cfe-59f3-4339-a26b-c46a691febd0
433-1,Business Personal Insurance,78.99,0.0,78.99,2018-09-03,2018-10-10,PAID,ACCPAY,GBP,05eb53aa-a4de-433a-820a-650b0bc13b1e
433-5,Richard Business insurance,7.08,0.0,7.08,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,8ae80fc0-0748-46eb-9619-e946e64bfbad
433-5,Business Personal Insurance,15.35,0.0,15.35,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,827466b8-29c5-4054-8db0-f3a432cfaf6d
433-1,Business personal insurance ,85.99,0.0,85.99,2018-09-04,2018-10-04,PAID,ACCPAY,GBP,1af794f1-27d8-403f-b9d3-929396e84f38
005,cons,1870.5,0.0,1870.5,2018-08-16,2018-09-15,PAID,ACCREC,GBP,8b3c1492-1e0e-47e0-aaf6-3fc0caf40999
005,cons,1700.0,0.0,1700.0,2018-08-16,2018-09-15,PAID,ACCREC,GBP,dbce824d-33f4-44c0-9e1e-925440f985c2
005,cons,1584.0,0.0,1584.0,2018-08-17,2018-09-16,PAID,ACCREC,GBP,c9d06a72-734e-4dd6-8c2a-a619423fbfba
004,self,15.0,0.0,15.0,2018-08-01,2018-08-31,PAID,ACCREC,GBP,fde08639-4f8f-4229-8281-c9370002e911
005,cons,1705.0,0.0,1705.0,2018-08-17,2018-09-16,PAID,ACCREC,GBP,1f08a1b9-87ed-44c4-8c76-ba8643df2e5a
004,self,932.0,0.0,932.0,2018-08-18,2018-09-17,PAID,ACCREC,GBP,2ab2b910-7d2f-4261-af61-6713ee3fe7f6
002,pmi,1049.0,0.0,1049.0,2018-08-18,2018-09-17,PAID,ACCREC,GBP,07f774f7-d614-478d-8899-b53c02d2e504
008,voucher,2273.0,0.0,2273.0,2018-08-20,2018-09-19,PAID,ACCREC,GBP,bb26f010-eacb-419c-b61d-393960c5a5b7
005,cons,2462.5,0.0,2462.5,2018-08-21,2018-09-20,PAID,ACCREC,GBP,4d448500-eefe-49d2-a66d-a60d79148314
008,voucher,2666.0,0.0,2666.0,2018-08-22,2018-09-21,PAID,ACCREC,GBP,441a6028-9971-45f8-a6c3-d2526904047e
111,Pilates,36.0,0.0,36.0,2018-08-15,2018-09-14,PAID,ACCREC,GBP,1b1d1198-2d7b-4769-b4c9-c62114450b90
111,Pilates,12.0,0.0,12.0,2018-08-21,2018-09-20,PAID,ACCREC,GBP,61ca45a5-55bf-4b3d-9792-81895c8f7162
005,cons,2222.5,0.0,2222.5,2018-08-13,2018-09-12,PAID,ACCREC,GBP,b3925e7d-e59e-4289-928d-247681311209
424,Meeting Lunch ,4.5,0.0,4.5,2018-08-18,2018-09-10,PAID,ACCPAY,GBP,1feef80a-a47a-4aae-9a1f-e19ec169acc1
472-5,Clinic 6th Birthday cake candles & matches,10.48,0.0,10.48,2018-08-17,2018-09-10,PAID,ACCPAY,GBP,6f3b53eb-3367-4519-8e0b-955a40e64ba9
472-5,Milk ,7.9,0.0,7.9,2018-08-20,2018-09-10,PAID,ACCPAY,GBP,6fb9c2a7-09c6-4991-85d5-093eeaf1bca6
445,Moulton Gas,11.2,0.0,11.2,2018-08-10,2018-09-10,PAID,ACCPAY,GBP,fe2f910c-435c-4dae-87ad-bfa13ad17eed
445,Wootton Elec,102.19,0.0,102.19,2018-08-14,2018-09-10,PAID,ACCPAY,GBP,20a900d4-828f-4b8b-b417-c20beafb151a
474,Repair to door in room 2 ,120.0,0.0,120.0,2018-09-18,2018-09-10,PAID,ACCPAY,GBP,2ca2a4d0-cec6-4030-ac3d-274a0b7679e1
480,Training Course,250.0,0.0,250.0,2018-08-21,2018-09-10,PAID,ACCPAY,GBP,f5ab454a-6beb-4233-b1a1-9d7665628414
408-1,Cleaning M & W,330.0,0.0,330.0,2018-08-03,2018-09-10,PAID,ACCPAY,GBP,18ba260a-e390-4147-85c2-4539fccf8534
424,Meeting Lunch ,5.0,0.0,5.0,2018-08-30,2018-09-10,PAID,ACCPAY,GBP,63c371e9-9b62-448c-aa88-accb044df562
463,Emails,99.0,0.0,99.0,2018-08-31,2018-09-10,PAID,ACCPAY,GBP,d482ba2c-8cca-4d29-b013-5b9f04a60f2c
465,Business rates,431.0,0.0,431.0,2018-09-08,2018-10-06,PAID,ACCPAY,GBP,143b325e-bdc6-4ebe-bf7e-3cb257468b4d
901,Natwest Loan,354.9,0.0,354.9,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,c79d0f61-a674-4226-8e56-9e2c5223a1d0
401,accountant fees,754.8,0.0,754.8,2018-09-01,2018-10-01,PAID,ACCPAY,GBP,8fc02d44-0e81-4dc9-aa61-2a96ea48687e
