Date,Status,LineAmountType,Narration,AccountCode,LineAmount,Description,ManualJournalID
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,151,13929.75,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,476-1,153.92,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,152,1292.44,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,825,-161.0,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,825,-2342.5,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,825,-1534.23,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,825,-1764.37,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,814,-17290.22,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,858,-411.86,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,858,-277.46,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,153,202.83,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,476,21.67,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,970,1530.5,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,970,1530.5,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,814,-3061.0,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,825,1764.37,Ers NI Allowance,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,152,-1292.44,Ers NI Allowance,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,476-1,-153.92,Ers NI Allowance,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,520-2,3517.81,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,520-1,318.0,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,520,52.96,Moulton Payroll - April 2018,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Moulton Payroll - April 2018,520-1,-318.01,Ers NI Allowance,99945737-453d-42ec-a865-ef81c811d606
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,478,702.0,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,476-2,3256.33,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,151,11462.18,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,476-1,72.0,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,152,1013.79,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,825,-60.0,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,825,-1666.1,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,825,-1072.05,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,825,-1232.83,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,814,-13813.69,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,858,-225.33,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,858,-187.76,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,153,158.45,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,476,6.01,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,970,1530.5,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,970,1530.5,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,814,-3061.0,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,825,1232.83,Ers NI Allowance,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,476-1,-72.0,Ers NI Allowance,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,152,-1013.79,Ers NI Allowance,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,520-2,1416.66,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,520-1,147.04,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,520,23.3,Wootton Payroll - April 2018,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-04-30,POSTED,NoTax,Wootton Payroll - April 2018,520-1,-147.04,Ers NI Allowance,fe4011ed-d06c-4c71-bd5b-f9dc9a637287
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,520-2,3532.5,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,520-1,320.04,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,520,53.25,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,478,702.0,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,476-2,3770.63,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,151,15090.23,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,476-1,179.36,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,152,1453.09,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,825,-176.0,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,825,-2052.7,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,825,-1697.79,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,825,-1952.49,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,814,-18738.12,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,858,-430.75,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,858,-292.78,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,153,206.15,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,476,33.38,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,970,1530.5,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,970,1530.5,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,814,-3061.0,Moulton Payroll - May 2018,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,825,2.8,Ers NI Allowance,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Moulton Payroll - May 2018,476-1,-2.8,Ers NI Allowance,64a865b3-7aa0-4954-af0b-9ebe80a4ae0d
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,476-2,-78.81,post tax deduction,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,520-2,1416.66,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,520-1,147.04,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,520,23.3,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,478,702.0,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,476-2,3600.17,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,151,13630.62,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,476-1,159.9,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,152,1308.56,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,825,-70.0,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,825,-1901.3,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,825,-1404.81,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,825,-1615.5,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,814,-15613.75,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,858,-280.78,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,858,-233.97,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,153,181.18,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,476,29.49,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,970,1530.5,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,970,1530.5,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-05-31,POSTED,NoTax,Wootton Payroll - May 2018,814,-3061.0,Wootton Payroll - May 2018,1af26599-9fb1-4623-9614-eaf40f3a681f
2018-07-01,POSTED,NoTax,Reversal: closing stock per client,701,-1279.12,closing stock per client,715a849a-bc2e-4685-98cd-f237a24baa9d
2018-07-01,POSTED,NoTax,Reversal: closing stock per client,107,1279.12,closing stock per client,715a849a-bc2e-4685-98cd-f237a24baa9d
2018-07-01,POSTED,NoTax,Reversal: closing stock per client,701,-1460.95,closing stock per client,715a849a-bc2e-4685-98cd-f237a24baa9d
2018-07-01,POSTED,NoTax,Reversal: closing stock per client,107,1460.95,closing stock per client,715a849a-bc2e-4685-98cd-f237a24baa9d
2018-06-30,POSTED,NoTax,closing stock per client,701,1279.12,closing stock per client,9c0f4559-dcdc-48c7-b45b-598f6cc5fbc5
2018-06-30,POSTED,NoTax,closing stock per client,107,-1279.12,closing stock per client,9c0f4559-dcdc-48c7-b45b-598f6cc5fbc5
2018-06-30,POSTED,NoTax,closing stock per client,701,1460.95,closing stock per client,9c0f4559-dcdc-48c7-b45b-598f6cc5fbc5
2018-06-30,POSTED,NoTax,closing stock per client,107,-1460.95,closing stock per client,9c0f4559-dcdc-48c7-b45b-598f6cc5fbc5
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,901,-9.66,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,902,-197.8,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,496,207.46,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,901,-9.67,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,902,-197.8,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,496,207.47,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,902-1,-239.55,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,601,239.55,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,902-1,-239.55,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-06-30,POSTED,NoTax,Loan and Mortgage Interest,601,239.55,Loan and Mortgage Interest,f44cb841-6eec-4fcf-91fc-439ee0770a69
2018-07-31,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.87,CSP Subscriptions - Sam,8a681e2b-ea3c-44e7-b4f0-5980fa2128d8
2018-07-31,POSTED,NoTax,CSP Subscriptions - Sam,620,-14.86,CSP Subscriptions - Sam,8a681e2b-ea3c-44e7-b4f0-5980fa2128d8
2018-07-31,POSTED,NoTax,CSP Subscriptions - Sam,485,14.87,CSP Subscriptions - Sam,8a681e2b-ea3c-44e7-b4f0-5980fa2128d8
2018-07-31,POSTED,NoTax,CSP Subscriptions - Sam,485,14.86,CSP Subscriptions - Sam,8a681e2b-ea3c-44e7-b4f0-5980fa2128d8
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,478,702.0,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,520-2,3572.57,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,476-2,3589.37,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,151,15169.38,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,520-1,325.63,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,476-1,154.16,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,152,1463.58,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,825,-145.0,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,825,-2296.1,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,825,-1689.87,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,825,-1943.37,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,814,-18366.7,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,858,-468.68,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,858,-323.23,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,153,233.31,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,520,54.05,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,476,35.87,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,970,1548.15,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,970,1548.15,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,814,-3096.3,Moulton Payroll - July 2018,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,478,-17.65,Private Medical Insurance Directors,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Moulton Payroll - July 2018,476-2,-49.32,Private Medical Insurance Reception,acaa3526-ef7b-4908-b23e-7f3a6bcd2081
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,478,702.0,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,520-2,1416.66,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,476-2,3380.83,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,151,12980.75,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,520-1,147.04,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,476-1,123.34,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,152,1228.53,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,825,-46.0,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,825,-1836.5,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,825,-1303.41,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,825,-1498.91,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,814,-14872.08,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,858,-293.46,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,858,-244.55,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,153,195.17,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,520,23.3,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,476,26.08,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,970,1548.15,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,970,1548.15,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,814,-3096.3,Wootton Payroll - July 2018,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,478,-17.65,Private Medical Insurance Directors,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,476-2,-78.8,SSP,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Wootton Payroll - July 2018,151,-32.34,Private Medical Insurance Therapists,965e0f1f-7a84-40a3-9316-8b346d3d1f13
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,901,-9.31,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,902,-197.03,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,496,206.34,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,901,-9.32,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,902,-197.03,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,496,206.35,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-238.73,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,601,238.73,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-238.74,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,POSTED,NoTax,Loan and Mortgage Interest,601,238.74,Loan and Mortgage Interest,acf0bbc6-3a0a-419b-a2a2-5bb44d0dc41b
2018-07-31,VOIDED,NoTax,Reversal: closing stock per client,701,-1303.94,closing stock per client,493bc716-813d-4ab6-acda-017018c7c1aa
2018-07-31,VOIDED,NoTax,Reversal: closing stock per client,107,1303.94,closing stock per client,493bc716-813d-4ab6-acda-017018c7c1aa
2018-07-31,VOIDED,NoTax,Reversal: closing stock per client,701,-1584.54,closing stock per client,493bc716-813d-4ab6-acda-017018c7c1aa
2018-07-31,VOIDED,NoTax,Reversal: closing stock per client,107,1584.54,closing stock per client,493bc716-813d-4ab6-acda-017018c7c1aa
2018-08-01,VOIDED,NoTax,Reversal: Reversal: closing stock per client,701,1303.94,closing stock per client,47076e1e-1ed8-4946-9888-14921c48befb
2018-08-01,VOIDED,NoTax,Reversal: Reversal: closing stock per client,107,-1303.94,closing stock per client,47076e1e-1ed8-4946-9888-14921c48befb
2018-08-01,VOIDED,NoTax,Reversal: Reversal: closing stock per client,701,1584.54,closing stock per client,47076e1e-1ed8-4946-9888-14921c48befb
2018-08-01,VOIDED,NoTax,Reversal: Reversal: closing stock per client,107,-1584.54,closing stock per client,47076e1e-1ed8-4946-9888-14921c48befb
2018-08-01,POSTED,NoTax,Reversal: closing stock per client,701,-1303.93,closing stock per client,086fb6c5-31a2-4e78-a6da-5c2bf5ca525b
2018-08-01,POSTED,NoTax,Reversal: closing stock per client,107,1303.93,closing stock per client,086fb6c5-31a2-4e78-a6da-5c2bf5ca525b
2018-08-01,POSTED,NoTax,Reversal: closing stock per client,701,-1584.54,closing stock per client,086fb6c5-31a2-4e78-a6da-5c2bf5ca525b
